TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,Transaction Duration,Login Attempts,Account Balance,PreviousTransaction Date
TX001178,AC00211,224.73,09-02-2023 16:27,Debit,Miami,D000005,3.102.127.165,M002,Branch,76,Retired,63,1,7551.89,04-11-2024 08:08
TX001179,AC00204,752.69,29-05-2023 18:55,Credit,Dallas,D000181,1.98.25.114,M056,ATM,65,Doctor,115,1,14489.69,04-11-2024 08:09
TX001180,AC00456,78.5,14-02-2023 16:06,Credit,San Jose,D000574,166.41.54.117,M007,Branch,31,Doctor,41,1,13991.5,04-11-2024 08:11
TX001181,AC00016,50.0,24-02-2023 18:05,Credit,Jacksonville,D000309,150.231.20.169,M018,ATM,53,Doctor,87,1,185.87,04-11-2024 08:11
TX001182,AC00093,132.42,24-07-2023 16:22,Debit,Denver,D000019,203.174.215.229,M069,ATM,18,Student,164,1,726.39,04-11-2024 08:11
TX001183,AC00401,11.67,13-11-2023 16:30,Debit,Fort Worth,D000017,43.98.242.106,M078,Branch,76,Retired,105,1,7458.63,04-11-2024 08:10
TX001184,AC00366,83.16,16-08-2023 16:11,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,61,Retired,177,1,3065.87,04-11-2024 08:08
TX001185,AC00107,149.02,01-09-2023 16:35,Credit,Fort Worth,D000346,199.59.68.207,M019,Branch,46,Engineer,176,1,9379.72,04-11-2024 08:06
TX001186,AC00060,74.27,13-07-2023 17:17,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,04-11-2024 08:11
TX001187,AC00384,876.57,11-09-2023 16:16,Credit,Portland,D000359,195.164.171.146,M056,ATM,62,Retired,118,1,3743.63,04-11-2024 08:06
TX001188,AC00483,615.58,25-09-2023 16:40,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0,04-11-2024 08:10
TX001189,AC00126,643.03,01-08-2023 16:23,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,04-11-2024 08:08
TX001190,AC00437,7.95,09-01-2023 16:45,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,79,Retired,65,1,5631.2,04-11-2024 08:10
TX001191,AC00382,270.92,21-04-2023 17:03,Credit,Louisville,D000108,171.101.134.74,M066,Branch,77,Retired,143,1,4574.43,04-11-2024 08:06
TX001192,AC00339,499.48,17-01-2023 16:57,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62,04-11-2024 08:08
TX001193,AC00498,841.5,22-05-2023 16:33,Credit,Atlanta,D000659,207.157.126.125,M020,Branch,25,Student,287,1,352.31,04-11-2024 08:09
TX001194,AC00178,138.82,16-10-2023 16:12,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77,Retired,53,1,3100.22,04-11-2024 08:11
TX001195,AC00201,231.46,08-06-2023 16:42,Credit,Miami,D000135,77.208.193.198,M047,Branch,60,Engineer,83,1,4707.24,04-11-2024 08:08
TX001196,AC00124,292.08,29-12-2023 18:07,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72,Retired,32,1,7950.48,04-11-2024 08:09
TX001197,AC00404,63.98,30-10-2023 16:01,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12,04-11-2024 08:06
TX001198,AC00347,235.21,16-10-2023 16:44,Debit,Boston,D000300,106.244.1.47,M007,Branch,67,Doctor,74,1,5946.61,04-11-2024 08:10
TX001199,AC00480,201.73,05-09-2023 18:45,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1,6650.71,04-11-2024 08:12
TX001200,AC00303,161.31,11-09-2023 16:24,Debit,Nashville,D000577,34.86.220.205,M051,ATM,28,Student,13,1,1268.67,04-11-2024 08:08
TX001201,AC00249,18.41,01-12-2023 17:26,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,04-11-2024 08:11
TX001202,AC00263,471.75,06-06-2023 18:31,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,04-11-2024 08:10
TX001203,AC00108,290.02,25-09-2023 17:48,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,55,Engineer,246,1,4746.71,04-11-2024 08:07
TX001204,AC00490,48.05,18-05-2023 17:34,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97,04-11-2024 08:09
TX001205,AC00411,359.42,29-05-2023 16:17,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45,04-11-2024 08:06
TX001206,AC00087,32.91,04-05-2023 16:37,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19,Student,255,1,427.3,04-11-2024 08:06
TX001207,AC00196,3.8,08-08-2023 16:47,Debit,Denver,D000619,56.116.189.0,M074,Branch,67,Retired,140,1,6285.39,04-11-2024 08:08
TX001208,AC00267,31.81,06-04-2023 17:41,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,51,Retired,149,1,1406.6,04-11-2024 08:06
TX001209,AC00267,220.2,11-09-2023 16:25,Debit,Boston,D000288,23.255.214.209,M047,Online,28,Student,102,1,1075.15,04-11-2024 08:11
TX001210,AC00125,476.03,01-09-2023 16:12,Credit,Houston,D000470,130.92.201.49,M003,Branch,77,Retired,99,1,5958.34,04-11-2024 08:09
TX001211,AC00428,141.91,19-01-2023 17:08,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97,04-11-2024 08:09
TX001212,AC00477,95.83,01-12-2023 16:01,Debit,Washington,D000089,133.67.250.163,M070,Online,27,Student,91,1,1726.4,04-11-2024 08:08
TX001213,AC00417,51.15,01-03-2023 17:26,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,04-11-2024 08:10
TX001214,AC00170,1192.2,21-12-2023 16:21,Credit,Jacksonville,D000174,40.10.25.102,M093,Branch,60,Retired,103,5,7816.41,04-11-2024 08:09
TX001215,AC00147,50.75,14-08-2023 18:14,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,04-11-2024 08:07
TX001216,AC00097,185.07,19-12-2023 16:57,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,22,Student,159,1,636.42,04-11-2024 08:07
TX001217,AC00433,293.54,16-01-2023 17:26,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,04-11-2024 08:08
TX001218,AC00381,23.38,25-09-2023 18:46,Debit,Memphis,D000412,6.204.110.7,M062,Branch,32,Engineer,89,1,9968.49,04-11-2024 08:09
TX001219,AC00398,285.26,01-11-2023 16:09,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,28,Student,93,1,167.72,04-11-2024 08:11
TX001220,AC00029,129.48,06-02-2023 16:30,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,04-11-2024 08:10
TX001221,AC00291,743.03,27-07-2023 16:55,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,04-11-2024 08:09
TX001222,AC00431,297.86,06-02-2023 17:32,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28,Student,96,1,1680.14,04-11-2024 08:11
TX001223,AC00275,231.92,10-07-2023 18:00,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,66,Doctor,12,1,5715.08,04-11-2024 08:11
TX001224,AC00093,295.82,14-12-2023 16:15,Credit,Chicago,D000088,144.228.168.6,M041,Branch,47,Engineer,46,1,5897.73,04-11-2024 08:07
TX001225,AC00442,302.86,03-07-2023 18:56,Debit,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1,5239.24,04-11-2024 08:12
TX001226,AC00465,81.08,19-09-2023 16:56,Debit,Omaha,D000196,119.43.28.203,M089,ATM,58,Engineer,56,1,7788.91,04-11-2024 08:07
TX001227,AC00158,775.6,21-08-2023 17:43,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64,04-11-2024 08:08
TX001228,AC00334,178.43,26-12-2023 18:13,Debit,Baltimore,D000158,1.198.76.182,M041,Branch,26,Student,136,1,1214.93,04-11-2024 08:07
TX001229,AC00093,211.91,18-09-2023 16:51,Debit,Indianapolis,D000487,166.79.195.157,M075,Online,20,Student,181,1,927.47,04-11-2024 08:08
TX001230,AC00229,17.21,25-12-2023 17:18,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1,914.16,04-11-2024 08:06
TX001231,AC00373,124.22,19-05-2023 17:57,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1,9695.04,04-11-2024 08:08
TX001232,AC00328,38.37,01-09-2023 16:07,Debit,San Antonio,D000228,136.162.111.135,M003,ATM,63,Doctor,135,1,8647.04,04-11-2024 08:10
TX001233,AC00160,269.79,03-10-2023 16:15,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,04-11-2024 08:07
TX001234,AC00014,605.42,13-06-2023 16:10,Debit,Mesa,D000488,25.188.196.47,M085,ATM,21,Student,33,1,392.34,04-11-2024 08:09
TX001235,AC00090,11.19,02-01-2023 17:34,Debit,Austin,D000384,195.237.152.198,M090,ATM,60,Engineer,40,1,9877.17,04-11-2024 08:12
TX001236,AC00053,29.19,25-01-2023 17:39,Credit,Nashville,D000300,146.53.16.47,M004,Branch,58,Doctor,41,1,12059.85,04-11-2024 08:11
TX001237,AC00478,701.7,30-06-2023 16:57,Credit,Seattle,D000037,193.83.0.183,M055,Online,61,Retired,64,1,6643.24,04-11-2024 08:09
TX001238,AC00356,862.34,25-05-2023 16:16,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57,Doctor,72,1,9903.48,04-11-2024 08:12
TX001239,AC00244,410.97,25-09-2023 17:01,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,04-11-2024 08:11
TX001240,AC00103,36.97,23-08-2023 17:22,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,41,Engineer,79,1,2850.92,04-11-2024 08:07
TX001241,AC00053,137.59,03-01-2023 16:27,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,04-11-2024 08:11
TX001242,AC00151,168.11,19-05-2023 16:44,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,04-11-2024 08:06
TX001243,AC00494,430.98,10-10-2023 18:14,Debit,Baltimore,D000176,168.55.199.214,M058,Branch,24,Student,93,1,569.25,04-11-2024 08:11
TX001244,AC00219,13.87,11-12-2023 18:32,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,24,Student,20,1,954.83,04-11-2024 08:07
TX001245,AC00202,642.68,25-05-2023 16:45,Debit,Jacksonville,D000643,141.241.241.128,M060,ATM,76,Retired,66,1,1831.2,04-11-2024 08:10
TX001246,AC00254,175.07,23-11-2023 16:59,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,04-11-2024 08:12
TX001247,AC00285,302.82,03-11-2023 16:50,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1,9384.54,04-11-2024 08:07
TX001248,AC00071,1647.74,25-12-2023 17:41,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,04-11-2024 08:09
TX001249,AC00073,406.81,05-12-2023 16:32,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,04-11-2024 08:08
TX001250,AC00383,256.3,05-04-2023 16:21,Debit,New York,D000099,133.63.96.21,M066,Online,53,Retired,172,1,4203.05,04-11-2024 08:06
TX001251,AC00326,80.96,27-09-2023 17:47,Credit,Jacksonville,D000179,81.248.235.147,M078,Online,19,Student,97,1,959.94,04-11-2024 08:06
TX001252,AC00153,95.78,23-03-2023 17:09,Debit,Atlanta,D000211,221.23.158.87,M061,Online,22,Student,27,1,271.64,04-11-2024 08:09
TX001253,AC00460,379.54,03-01-2023 17:14,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,04-11-2024 08:06
TX001254,AC00439,903.19,06-07-2023 17:52,Debit,El Paso,D000286,174.61.77.54,M028,Online,22,Student,65,1,8627.08,04-11-2024 08:06
TX001255,AC00070,142.19,15-06-2023 18:28,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,04-11-2024 08:09
TX001256,AC00086,847.45,19-06-2023 16:24,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28,Student,175,1,422.32,04-11-2024 08:09
TX001257,AC00330,295.18,09-05-2023 17:54,Credit,Dallas,D000126,200.13.225.150,M100,Branch,66,Doctor,31,1,12961.53,04-11-2024 08:07
TX001258,AC00027,18.46,20-11-2023 16:29,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,04-11-2024 08:10
TX001259,AC00020,603.23,24-08-2023 17:34,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,04-11-2024 08:08
TX001260,AC00232,54.5,22-11-2023 16:59,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1,1715.22,04-11-2024 08:08
TX001261,AC00247,414.77,01-01-2024 17:37,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,04-11-2024 08:08
TX001262,AC00136,886.19,21-08-2023 17:32,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1,7904.24,04-11-2024 08:08
TX001263,AC00322,440.03,29-11-2023 16:11,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,04-11-2024 08:10
TX001264,AC00461,35.46,23-03-2023 16:16,Debit,Nashville,D000243,193.83.0.183,M005,ATM,56,Retired,285,1,1532.72,04-11-2024 08:07
TX001265,AC00079,76.39,13-01-2023 17:19,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1,5976.0,04-11-2024 08:10
TX001266,AC00176,595.91,10-08-2023 18:39,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,04-11-2024 08:10
TX001267,AC00417,6.03,09-08-2023 18:42,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76,Retired,70,1,3290.72,04-11-2024 08:09
TX001268,AC00260,249.34,15-08-2023 17:21,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,04-11-2024 08:07
TX001269,AC00471,421.52,15-08-2023 17:35,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1,369.86,04-11-2024 08:10
TX001270,AC00231,189.77,27-02-2023 16:08,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36,04-11-2024 08:11
TX001271,AC00184,73.19,18-10-2023 16:20,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76,Retired,213,1,2264.98,04-11-2024 08:10
TX001272,AC00475,188.13,02-06-2023 18:12,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,75,Retired,198,1,5029.87,04-11-2024 08:10
TX001273,AC00329,30.52,19-05-2023 17:19,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,62,Doctor,122,1,12327.74,04-11-2024 08:07
TX001274,AC00431,1235.69,24-05-2023 16:14,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25,04-11-2024 08:09
TX001275,AC00398,1159.39,12-10-2023 16:29,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,04-11-2024 08:06
TX001276,AC00221,170.24,05-06-2023 16:24,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,04-11-2024 08:08
TX001277,AC00299,56.62,27-02-2023 17:59,Debit,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1,04-11-2024 08:08
TX001278,AC00266,53.14,21-04-2023 17:19,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,04-11-2024 08:07
TX001279,AC00297,587.23,31-07-2023 17:54,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1,500.84,04-11-2024 08:09
TX001280,AC00373,146.15,06-01-2023 17:52,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,04-11-2024 08:06
TX001281,AC00489,21.27,24-07-2023 17:01,Credit,Indianapolis,D000386,197.23.128.119,M070,Online,62,Retired,114,1,7392.79,04-11-2024 08:09
TX001282,AC00128,1397.59,13-11-2023 17:28,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1,1134.79,04-11-2024 08:06
TX001283,AC00409,76.02,12-07-2023 16:58,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,04-11-2024 08:11
TX001284,AC00410,170.19,07-07-2023 17:40,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27,Student,156,5,745.87,04-11-2024 08:12
TX001285,AC00360,155.51,21-08-2023 18:51,Debit,Raleigh,D000008,199.103.32.145,M081,ATM,68,Doctor,15,1,5360.19,04-11-2024 08:08
TX001286,AC00422,135.15,20-03-2023 17:13,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1,5878.14,04-11-2024 08:10
TX001287,AC00225,39.48,26-05-2023 16:47,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,04-11-2024 08:11
TX001288,AC00261,451.68,18-04-2023 18:55,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,04-11-2024 08:09
TX001289,AC00468,19.11,18-09-2023 16:31,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,04-11-2024 08:11
TX001290,AC00138,355.0,29-08-2023 16:50,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,04-11-2024 08:10
TX001291,AC00013,427.69,28-03-2023 16:02,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,04-11-2024 08:11
TX001292,AC00275,254.86,26-01-2023 17:21,Debit,Boston,D000296,59.127.135.25,M013,Branch,23,Student,102,1,699.9,04-11-2024 08:11
TX001293,AC00125,19.48,10-07-2023 16:01,Debit,Dallas,D000674,16.128.130.153,M002,ATM,27,Engineer,114,1,4739.59,04-11-2024 08:08
TX001294,AC00200,190.17,09-06-2023 17:41,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,04-11-2024 08:08
TX001295,AC00213,91.38,03-04-2023 16:41,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,04-11-2024 08:06
TX001296,AC00035,206.63,07-12-2023 16:11,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,04-11-2024 08:10
TX001297,AC00070,93.22,07-04-2023 17:11,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,04-11-2024 08:09
TX001298,AC00275,547.98,24-10-2023 17:04,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1,1358.54,04-11-2024 08:09
TX001299,AC00060,641.06,11-12-2023 16:09,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,04-11-2024 08:07
TX001300,AC00304,314.55,25-04-2023 17:15,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89,04-11-2024 08:07
TX001301,AC00372,836.45,27-02-2023 16:02,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,04-11-2024 08:12
TX001302,AC00498,1095.09,17-04-2023 17:27,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,29,Engineer,52,1,8692.47,04-11-2024 08:11
TX001303,AC00465,189.45,21-03-2023 17:12,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,04-11-2024 08:09
TX001304,AC00396,91.84,05-07-2023 17:21,Credit,Mesa,D000292,28.120.130.118,M023,Branch,67,Retired,80,1,1712.41,04-11-2024 08:08
TX001305,AC00083,609.52,28-07-2023 16:03,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,04-11-2024 08:08
TX001306,AC00479,859.3,01-08-2023 17:18,Credit,Colorado Springs,D000067,77.7.223.184,M066,Branch,78,Retired,68,1,1146.78,04-11-2024 08:06
TX001307,AC00091,100.01,29-06-2023 16:06,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,04-11-2024 08:09
TX001308,AC00024,28.78,07-08-2023 16:08,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,04-11-2024 08:11
TX001309,AC00366,111.08,15-05-2023 17:46,Debit,Chicago,D000493,175.230.206.232,M064,Online,70,Doctor,83,1,7037.34,04-11-2024 08:10
TX001310,AC00470,470.96,10-03-2023 16:22,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,69,Doctor,124,2,12991.03,04-11-2024 08:11
TX001311,AC00032,52.23,11-09-2023 18:08,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,04-11-2024 08:08
TX001312,AC00136,78.62,31-07-2023 16:46,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,04-11-2024 08:08
TX001313,AC00001,47.79,15-09-2023 17:00,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1,1649.92,04-11-2024 08:11
TX001314,AC00187,333.97,22-03-2023 16:18,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,04-11-2024 08:11
TX001315,AC00452,30.87,12-07-2023 16:50,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,04-11-2024 08:10
TX001316,AC00036,710.43,08-03-2023 17:07,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,04-11-2024 08:08
TX001317,AC00125,220.23,18-09-2023 18:35,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,04-11-2024 08:06
TX001318,AC00403,27.28,25-12-2023 16:30,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24,04-11-2024 08:09
TX001319,AC00264,101.52,09-08-2023 16:22,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,04-11-2024 08:08
TX001320,AC00123,162.65,11-05-2023 17:15,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,04-11-2024 08:11
TX001321,AC00298,10.52,19-07-2023 17:38,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1,2472.99,04-11-2024 08:11
TX001322,AC00235,270.72,27-03-2023 17:25,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,04-11-2024 08:12
TX001323,AC00259,202.34,10-01-2023 16:32,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,04-11-2024 08:11
TX001324,AC00329,247.58,29-05-2023 18:40,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,04-11-2024 08:07
TX001325,AC00482,686.17,03-10-2023 17:27,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15,04-11-2024 08:07
TX001326,AC00020,359.65,12-01-2023 17:58,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,04-11-2024 08:09
TX001327,AC00453,109.91,01-05-2023 16:23,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,04-11-2024 08:10
TX001328,AC00367,215.72,11-10-2023 18:04,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,04-11-2024 08:11
TX001329,AC00167,490.76,19-01-2023 16:28,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,04-11-2024 08:09
TX001330,AC00110,224.28,15-02-2023 16:50,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,04-11-2024 08:10
TX001331,AC00078,614.03,08-05-2023 16:37,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,04-11-2024 08:08
TX001332,AC00212,608.79,03-11-2023 18:37,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,04-11-2024 08:12
TX001333,AC00051,186.55,21-06-2023 16:49,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,04-11-2024 08:07
TX001334,AC00250,840.16,20-03-2023 16:35,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,04-11-2024 08:12
TX001335,AC00304,203.34,20-12-2023 17:13,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60,Doctor,66,1,13586.99,04-11-2024 08:09
TX001336,AC00007,90.88,20-11-2023 17:08,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,26,Engineer,284,1,7117.35,04-11-2024 08:10
TX001337,AC00017,60.11,27-11-2023 17:39,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,04-11-2024 08:08
TX001338,AC00158,393.92,16-05-2023 16:57,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,04-11-2024 08:12
TX001339,AC00110,19.39,17-11-2023 16:39,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,04-11-2024 08:11
TX001340,AC00175,557.41,14-04-2023 16:52,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,04-11-2024 08:09
TX001341,AC00079,57.07,25-08-2023 16:30,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,04-11-2024 08:11
TX001342,AC00403,395.27,07-08-2023 16:38,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,1764.08,04-11-2024 08:08
TX001343,AC00228,289.05,09-06-2023 17:58,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,04-11-2024 08:11
TX001344,AC00344,46.11,27-03-2023 17:07,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,04-11-2024 08:10
TX001345,AC00466,335.5,14-08-2023 16:01,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63,Retired,47,1,6445.4,04-11-2024 08:12
TX001346,AC00204,388.07,05-09-2023 17:34,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,04-11-2024 08:10
TX001347,AC00030,520.86,20-03-2023 16:29,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,04-11-2024 08:08
TX001348,AC00455,787.41,19-06-2023 16:22,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87,04-11-2024 08:06
TX001349,AC00094,31.7,01-06-2023 16:56,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,04-11-2024 08:08
TX001350,AC00185,22.3,01-05-2023 16:57,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35,04-11-2024 08:12
TX001351,AC00351,203.12,18-01-2023 16:59,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56,Retired,181,1,1562.39,04-11-2024 08:09
